company,sources,industry,headquarters
Parker Hannifin,"sp500,sec_edgar",Industrials,"Cleveland, Ohio"
Paychex,"sp500,sec_edgar",Industrials,"Penfield, New York"
PayPal,sp500,Financials,"San Jose, California"
Pentair,sp500,Industrials,"Worsley, United Kingdom"
PepsiCo,"sp500,largest_us,sec_edgar",Consumer Staples,"Purchase, New York"
Pfizer,"sp500,largest_us,sec_edgar",Health Care,"New York City, New York"
PG&E Corporation,"sp500,sec_edgar,sec_edgar,sec_edgar,sec_edgar,sec_edgar,sec_edgar,sec_edgar,sec_edgar,sec_edgar,sec_edgar",Utilities,"Oakland, California"
Philip Morris International,"sp500,sec_edgar",Consumer Staples,"New York City, New York"
Phillips 66,"sp500,largest_us,sec_edgar",Energy,"Houston, Texas"
Pinnacle West Capital,"sp500,sec_edgar",Utilities,"Phoenix, Arizona"
PNC Financial Services,"sp500,sec_edgar",Financials,"Pittsburgh, Pennsylvania"
Pool Corporation,"sp500,sec_edgar",Consumer Discretionary,"Covington, Louisiana"
PPG Industries,"sp500,sec_edgar",Materials,"Pittsburgh, Pennsylvania"
PPL Corporation,"sp500,sec_edgar,sec_edgar",Utilities,"Allentown, Pennsylvania"
Principal Financial Group,"sp500,sec_edgar",Financials,"Des Moines, Iowa"
Procter & Gamble,"sp500,largest_us,sec_edgar",Consumer Staples,"Cincinnati, Ohio"
Progressive Corporation,"sp500,largest_us",Financials,"Mayfield Village, Ohio"
Prologis,"sp500,sec_edgar,sec_edgar",Real Estate,"San Francisco, California"
Prudential Financial,"sp500,largest_us,sec_edgar,sec_edgar,sec_edgar,sec_edgar",Financials,"Newark, New Jersey"
Public Service Enterprise Group,"sp500,sec_edgar",Utilities,"Newark, New Jersey"
PTC Inc.,"sp500,sec_edgar",Information Technology,"Boston, Massachusetts"
Public Storage,"sp500,sec_edgar,sec_edgar,sec_edgar,sec_edgar,sec_edgar,sec_edgar,sec_edgar,sec_edgar,sec_edgar,sec_edgar,sec_edgar,sec_edgar,sec_edgar,sec_edgar,sec_edgar",Real Estate,"Glendale, California"
PulteGroup,sp500,Consumer Discretionary,"Atlanta, Georgia"
Quanta Services,"sp500,sec_edgar",Industrials,"Houston, Texas"
Qualcomm,sp500,Information Technology,"San Diego, California"
Quest Diagnostics,"sp500,sec_edgar",Health Care,"Secaucus, New Jersey"
Qnity Electronics,"sp500,sec_edgar",Information Technology,"Wilmington, Delaware"
Ralph Lauren Corporation,"sp500,sec_edgar",Consumer Discretionary,"New York City, New York"
Raymond James Financial,"sp500,sec_edgar",Financials,"St. Petersburg, Florida"
RTX Corporation,"sp500,largest_us,sec_edgar",Industrials,"Waltham, Massachusetts"
Realty Income,"sp500,sec_edgar",Real Estate,"San Diego, California"
Regency Centers,"sp500,sec_edgar,sec_edgar,sec_edgar",Real Estate,"Jacksonville, Florida"
Regeneron Pharmaceuticals,"sp500,sec_edgar",Health Care,"Tarrytown, New York"
Regions Financial Corporation,"sp500,sec_edgar,sec_edgar,sec_edgar,sec_edgar",Financials,"Birmingham, Alabama"
Republic Services,"sp500,sec_edgar",Industrials,"Phoenix, Arizona"
ResMed,"sp500,sec_edgar,sec_edgar",Health Care,"San Diego, California"
Revvity,"sp500,sec_edgar",Health Care,"Waltham, Massachusetts"
Robinhood Markets,"sp500,sec_edgar",Financials,"Menlo Park, California"
Rockwell Automation,"sp500,sec_edgar",Industrials,"Milwaukee, Wisconsin"
"Rollins, Inc.","sp500,sec_edgar",Industrials,"Atlanta, Georgia"
Roper Technologies,"sp500,sec_edgar",Information Technology,"Sarasota, Florida"
Ross Stores,"sp500,sec_edgar",Consumer Discretionary,"Dublin, California"
Royal Caribbean Group,sp500,Consumer Discretionary,"Miami, Florida"
S&P Global,"sp500,sec_edgar",Financials,"New York City, New York"
Salesforce,"sp500,sec_edgar",Information Technology,"San Francisco, California"
Sandisk,"sp500,sec_edgar",Information Technology,"Milpitas, California"
SBA Communications,"sp500,sec_edgar",Real Estate,"Boca Raton, Florida"
Schlumberger,sp500,Energy,"Houston, Texas"
Seagate Technology,sp500,Information Technology,"Dublin, Ireland"
Sempra,"sp500,sec_edgar,sec_edgar",Utilities,"San Diego, California"
ServiceNow,"sp500,sec_edgar",Information Technology,"Santa Clara, California"
Sherwin-Williams,"sp500,sec_edgar",Materials,"Cleveland, Ohio"
Simon Property Group,"sp500,sec_edgar,sec_edgar",Real Estate,"Indianapolis, Indiana"
Skyworks Solutions,"sp500,sec_edgar",Information Technology,"Irvine, California"
J.M. Smucker Company (The),"sp500,sec_edgar",Consumer Staples,"Orrville, Ohio"
Smurfit Westrock,sp500,Materials,"Dublin, Ireland"
Snap-on,"sp500,sec_edgar",Industrials,"Kenosha, Wisconsin"
Solventum,"sp500,sec_edgar",Health Care,"Saint Paul, Minnesota"
Southern Company,"sp500,sec_edgar,sec_edgar,sec_edgar,sec_edgar,sec_edgar,sec_edgar",Utilities,"Atlanta, Georgia"
Southwest Airlines,"sp500,sec_edgar",Industrials,"Dallas, Texas"
Stanley Black & Decker,"sp500,sec_edgar",Industrials,"New Britain, Connecticut"
Starbucks,"sp500,sec_edgar",Consumer Discretionary,"Seattle, Washington"
State Street Corporation,"sp500,sec_edgar,sec_edgar",Financials,"Boston, Massachusetts"
Steel Dynamics,"sp500,sec_edgar",Materials,"Fort Wayne, Indiana"
Steris,sp500,Health Care,"Dublin, Ireland"
Stryker Corporation,"sp500,sec_edgar",Health Care,"Kalamazoo, Michigan"
Supermicro,sp500,Information Technology,"San Jose, California"
Synchrony Financial,"sp500,sec_edgar,sec_edgar,sec_edgar",Financials,"Stamford, Connecticut"
Synopsys,"sp500,sec_edgar",Information Technology,"Sunnyvale, California"
Sysco,"sp500,largest_us,sec_edgar",Consumer Staples,"Houston, Texas"
T-Mobile US,"sp500,sec_edgar,sec_edgar,sec_edgar,sec_edgar",Communication Services,"Bellevue, Washington"
T. Rowe Price,sp500,Financials,"Baltimore, Maryland"
Take-Two Interactive,sp500,Communication Services,"New York City, New York"
"Tapestry, Inc.","sp500,sec_edgar",Consumer Discretionary,"New York City, New York"
Targa Resources,"sp500,sec_edgar",Energy,"Houston, Texas"
Target Corporation,"sp500,largest_us,sec_edgar,sec_edgar",Consumer Staples,"Minneapolis, Minnesota"
TE Connectivity,sp500,Information Technology,"Galway, Ireland"
Teledyne Technologies,"sp500,sec_edgar",Information Technology,"Thousand Oaks, California"
Teradyne,"sp500,sec_edgar",Information Technology,"North Reading, Massachusetts"
"Tesla, Inc.","sp500,largest_us,sec_edgar",Consumer Discretionary,"Austin, Texas"
Texas Instruments,"sp500,sec_edgar",Information Technology,"Dallas, Texas"
Texas Pacific Land Corporation,"sp500,sec_edgar",Energy,"Dallas, Texas"
Textron,"sp500,sec_edgar",Industrials,"Providence, Rhode Island"
Thermo Fisher Scientific,"sp500,sec_edgar",Health Care,"Waltham, Massachusetts"
TJX Companies,sp500,Consumer Discretionary,"Framingham, Massachusetts"
TKO Group Holdings,"sp500,sec_edgar",Communication Services,"New York City, New York"
Trade Desk (The),"sp500,sec_edgar",Communication Services,"Ventura, California"
Tractor Supply,sp500,Consumer Discretionary,"Brentwood, Tennessee"
Trane Technologies,sp500,Industrials,"Dublin, Ireland"
TransDigm Group,"sp500,sec_edgar",Industrials,"Cleveland, Ohio"
Travelers Companies (The),"sp500,sec_edgar",Financials,"New York City, New York"
Trimble Inc.,"sp500,sec_edgar",Information Technology,"Westminster, Colorado"
Truist Financial,"sp500,sec_edgar,sec_edgar,sec_edgar,sec_edgar",Financials,"Charlotte, North Carolina"
Tyler Technologies,"sp500,sec_edgar",Information Technology,"Plano, Texas"
Tyson Foods,"sp500,largest_us,sec_edgar",Consumer Staples,"Springdale, Arkansas"
U.S. Bancorp,sp500,Financials,"Minneapolis, Minnesota"
Uber,sp500,Industrials,"San Francisco, California"
"UDR, Inc.","sp500,sec_edgar",Real Estate,"Highlands Ranch, Colorado"
Ulta Beauty,"sp500,sec_edgar",Consumer Discretionary,"Bolingbrook, Illinois"
Union Pacific Corporation,"sp500,sec_edgar",Industrials,"Omaha, Nebraska"
United Airlines Holdings,"sp500,largest_us,sec_edgar",Industrials,"Chicago, Illinois"
United Parcel Service,"sp500,largest_us,sec_edgar",Industrials,"Sandy Springs, Georgia"
United Rentals,"sp500,sec_edgar",Industrials,"Stamford, Connecticut"
UnitedHealth Group,"sp500,largest_us,sec_edgar",Health Care,"Eden Prairie, Minnesota"
Universal Health Services,"sp500,sec_edgar",Health Care,"King of Prussia, Pennsylvania"
Valero Energy,"sp500,largest_us",Energy,"San Antonio, Texas"
Veeva Systems,"sp500,sec_edgar",Health Care,"Pleasanton, California"
Ventas,"sp500,sec_edgar",Real Estate,"Chicago, Illinois"
Veralto,"sp500,sec_edgar",Industrials,"Waltham, Massachusetts"
Verisign,sp500,Information Technology,"Reston, Virginia"
Verisk Analytics,"sp500,sec_edgar",Industrials,"Jersey City, New Jersey"
Verizon,sp500,Communication Services,"New York City, New York"
Vertex Pharmaceuticals,sp500,Health Care,"Boston, Massachusetts"
Vertiv,sp500,Industrials,"Westerville, Ohio"
Viatris,"sp500,sec_edgar",Health Care,"Pittsburgh, Pennsylvania"
Vici Properties,"sp500,sec_edgar",Real Estate,"New York City, New York"
Visa Inc.,"sp500,sec_edgar",Financials,"San Francisco, California"
Vistra Corp.,"sp500,sec_edgar",Utilities,"Irving, Texas"
Vulcan Materials Company,"sp500,sec_edgar",Materials,"Birmingham, Alabama"
W. R. Berkley Corporation,sp500,Financials,"Greenwich, Connecticut"
W. W. Grainger,"sp500,sec_edgar",Industrials,"Lake Forest, Illinois"
Wabtec,sp500,Industrials,"Pittsburgh, Pennsylvania"
Walmart,"sp500,largest_us,sec_edgar",Consumer Staples,"Bentonville, Arkansas"
Walt Disney Company (The),"sp500,largest_us,sec_edgar",Communication Services,"Burbank, California"
Warner Bros. Discovery,"sp500,sec_edgar",Communication Services,"New York City, New York"
Waste Management,"sp500,sec_edgar",Industrials,"Houston, Texas"
Waters Corporation,sp500,Health Care,"Milford, Massachusetts"
WEC Energy Group,"sp500,sec_edgar",Utilities,"Milwaukee, Wisconsin"
Wells Fargo,"sp500,largest_us",Financials,"San Francisco, California"
Welltower,"sp500,sec_edgar",Real Estate,"Toledo, Ohio"
West Pharmaceutical Services,"sp500,sec_edgar",Health Care,"Exton, Pennsylvania"
Western Digital,"sp500,sec_edgar",Information Technology,"San Jose, California"
Weyerhaeuser,"sp500,sec_edgar",Real Estate,"Seattle, Washington"
"Williams-Sonoma, Inc.","sp500,sec_edgar",Consumer Discretionary,"San Francisco, California"
Williams Companies,"sp500,sec_edgar",Energy,"Tulsa, Oklahoma"
Willis Towers Watson,sp500,Financials,"London, United Kingdom"
"Workday, Inc.","sp500,sec_edgar",Information Technology,"Pleasanton, California"
Wynn Resorts,"sp500,sec_edgar",Consumer Discretionary,"Paradise, Nevada"
Xcel Energy,"sp500,sec_edgar,sec_edgar",Utilities,"Minneapolis, Minnesota"
Xylem Inc.,"sp500,sec_edgar",Industrials,"White Plains, New York"
Yum! Brands,"sp500,sec_edgar",Consumer Discretionary,"Louisville, Kentucky"
Zebra Technologies,"sp500,sec_edgar",Information Technology,"Lincolnshire, Illinois"
Zimmer Biomet,sp500,Health Care,"Warsaw, Indiana"
Zoetis,"sp500,sec_edgar",Health Care,"Parsippany, New Jersey"
Costco Wholesale,largest_us,Retail,"Issaquah, Washington"
The Home Depot,largest_us,Retail,"Atlanta, Georgia"
Fannie Mae,largest_us,Financials,"Washington, D.C."
Walgreens Boots Alliance,largest_us,Pharmaceutical,"Deerfield, Illinois"
Verizon Communications,"largest_us,sec_edgar",Telecommunications,"New York City, New York"
State Farm Insurance,largest_us,Financials,"Bloomington, Illinois"
Freddie Mac,largest_us,Financials,"McLean, Virginia"
StoneX Group,"largest_us,sec_edgar",Financials,"New York City, New York"
Energy Transfer Partners,largest_us,Petroleum,"Dallas, Texas"
Albertsons,largest_us,Retail,"Boise, Idaho"
New York Life Insurance Company,"largest_us,private",Insurance,"New York City, New York"
Publix Super Markets,"largest_us,private",Retail,"Lakeland, Florida"
Nationwide Mutual Insurance Company,largest_us,Financials,"Columbus, Ohio"
TD Synnex,"largest_us,sec_edgar",Information Technology,"Clearwater, Florida"
TJX,largest_us,Retail,"Framingham, Massachusetts"
Enterprise Products Partners,largest_us,Petroleum,"Houston, Texas"
Performance Food Group,"largest_us,sec_edgar",Food processing,"Richmond, Virginia"
American Airlines Group,"largest_us,sec_edgar",Airline,"Fort Worth, Texas"
Capital One Financial,"largest_us,sec_edgar,sec_edgar,sec_edgar,sec_edgar,sec_edgar,sec_edgar",Financials,"Tysons, Virginia"
Cisco Systems,"largest_us,sec_edgar",Telecom hardware manufacturing,"San Jose, California"
Liberty Mutual Insurance Group,"largest_us,private",Insurance,"Boston, Massachusetts"
Plains GP Holdings,largest_us,Petroleum,"Houston, Texas"
USAA,"largest_us,private",Insurance,"San Antonio, Texas"
Ingram Micro Holding,"largest_us,sec_edgar",Technology,"Irvine, California"
TIAA,"largest_us,private",Financials,"New York City, New York"
Travelers,largest_us,Insurance,"New York City, New York"
Eli Lilly,"largest_us,sec_edgar",Pharmaceutical,"Indianapolis, Indiana"
Vitol,private,,Switzerland
Trafigura Group,private,,Singapore
Schwarz Group,private,,Germany
Cargill,private,,United States
"Koch, Inc.",private,,United States
Aldi,private,,Germany
E.Leclerc,private,,France
Suning Holdings Group,private,,China
REWE Group,private,,Germany
Huawei,private,,China
Robert Bosch,private,,Germany
Amer International Group,private,,China
HNA Group,private,,China
ByteDance,private,,China
State Farm,private,,United States
Hengli Group,private,,China
Pacific Construction Group,private,,China
Nippon Life Insurance,private,,Japan
Deloitte,private,,United Kingdom
Ineos,private,,United Kingdom
CMA CGM,private,,France
PwC,private,,United Kingdom
Auchan Holding,private,,France
EY,private,,United Kingdom
Groupe BPCE,private,,France
Zheijiang Geely Holding Group,private,,China
Ingram Micro,private,,United States
SPAR,"private,sec_edgar",,Netherlands
IKEA,private,,Sweden
Nationwide,private,,United States
Cedar Holdings Group,private,,China
ZF Friedrichshafen,private,,Germany
Shandong Weiqiao Pioneering Group,private,,China
Edeka Zentrale,private,,Germany
DZ Bank,private,,Germany
KPMG,private,,United Kingdom
Tsingshan Holding Group,private,,China
Meiji Yasuda Life Insurance,private,,Japan
Massachusetts Mutual Life Insurance Company,"private,private",,United States
Mars,private,,United States
Tech Data,private,,United States
Jiangsu Shagang Group,private,,China
Les Mousquetaires,private,,France
Yango Longking Group,private,,China
Reyes Holdings,private,,United States
GuideWell,private,,United States
Louis Dreyfus Company,private,,France
Northwestern Mutual,private,,United States
Groupe Casino,private,,France
Sumitomo Life Insurance,private,,Japan
Wanda Group,private,,China
H-E-B,private,,United States
Phoenix Pharma,private,,Germany
Pilot Flying J,private,,United States
Taikang Insurance Group,private,,China
Coop Group,private,,Switzerland
Asda,private,,United Kingdom
Xinjiang Guanghui Industry Investment Group,private,,China
GS Caltex,private,,South Korea
Migros Group,private,,Switzerland
Huaxia Life Insurance,private,,China
Mercadona,private,,Spain
Achmea,private,,Netherlands
Hailiang Group,private,,China
EG Group,private,,United Kingdom
C&S Wholesale Grocers,private,,United States
Heraeus,private,,Germany
Enterprise Holdings,private,,United States
Ferrero,private,,Italy
Bechtel,private,,United States
Boehringer Ingelheim,private,,Germany
Cox Enterprises,private,,United States
Greenergy,private,,United Kingdom
Fidelity Investments,private,,United States
Love's Travel Stops & Country Stores,private,,United States
Southern Glazer's Wine & Spirits,private,,United States
Système U,private,,France
Wakefern Food Corporation,private,,United States
Swire,private,,United Kingdom
John Lewis Partnership,private,,United Kingdom
Meijer,private,,United States
Allied Universal,private,,United States
JM Family Enterprises,private,,United States
Octopus Group,private,,United Kingdom
World Wide Technology,private,,United States
Subway,private,,United States
SpaceX,private,,United States
Chanel,private,,France
Gordon Food Service,private,,United States
Inspire Brands,private,,United States
Turner Construction,private,,United States
Land O' Lakes,private,,United States
Medline Industries,private,,United States
Trader Joe's,private,,United States
Allegis Group,private,,United States
The Guardian Life Insurance Company of America,private,,United States
American Family Insurance Group,private,,United States
Wawa,private,,United States
Kingston Technology,private,,United States
Racetrac,private,,United States
Kiewit Corporation(Peter Kiewit Sons'),private,,United States
Farmers Insurance Exchange,private,,United States
ABC Supply,private,,United States
Hearst Corporation,private,,United States
Decathlon,private,,France
Chick-fil-A,private,,United States
QuikTrip,private,,United States
Wegmans,private,,United States
Mutual of Omaha Insurance,private,,United States
Republic National Distributing Company,private,,United States
Graybar,private,,United States
SHI International Corp,private,,United States
Menards,private,,United States
Bloomberg,private,,United States
S. C. Johnson & Son,private,,United States
McKinsey,private,,United States
The Whiting-Turner Contracting Company,private,,United States
Jones Financial (Edward Jones),private,,United States
Hy-Vee,private,,United States
Calpine,private,,United States
Pacific Life,private,,United States
Novo Nordisk Foundation,charity,nonprofit,
Tata Trusts,charity,nonprofit,
Gates Foundation,charity,nonprofit,
Wellcome Trust,charity,nonprofit,
Stichting INGKA Foundation,charity,nonprofit,
Knut and Alice Wallenberg Foundation,charity,nonprofit,
Mastercard Foundation,charity,nonprofit,
FundaciónLa Caixa,charity,nonprofit,
Howard Hughes Medical Institute,charity,nonprofit,
RAG-Stiftung[de],charity,nonprofit,
Azim Premji Foundation,charity,nonprofit,
Open Society Foundations,"charity,think_tank",nonprofit,
Fondazione Cariplo,charity,nonprofit,
Lilly Endowment,charity,nonprofit,
Ford Foundation,charity,nonprofit,
Silicon Valley Community Foundation,charity,nonprofit,
William and Flora Hewlett Foundation,charity,nonprofit,
Garfield Weston Foundation,charity,nonprofit,
Church Commissioners for England,charity,nonprofit,
Stavros Niarchos Foundation,charity,nonprofit,
Kamehameha Schools,charity,nonprofit,
Robert Wood Johnson Foundation,charity,nonprofit,
J. Paul Getty Trust,charity,nonprofit,
Mohammed bin Rashid Al Maktoum Foundation,charity,nonprofit,
Gordon and Betty Moore Foundation,charity,nonprofit,
Margaret A. Cargill Philanthropies,charity,nonprofit,
Li Ka Shing Foundation,charity,nonprofit,
The Leona M. and Harry B. Helmsley Charitable Trust,charity,nonprofit,
W. K. Kellogg Foundation Trust,charity,nonprofit,
Jacobs Foundation,charity,nonprofit,
Michael & Susan Dell Foundation,charity,nonprofit,
Else Kröner-Fresenius-Stiftung,charity,nonprofit,
David and Lucile Packard Foundation,charity,nonprofit,
Rockefeller Foundation,charity,nonprofit,
Andrew W. Mellon Foundation,charity,nonprofit,
John D. and Catherine T. MacArthur Foundation,charity,nonprofit,
